0,11.0
1,22.0
2,41.0
3,33.0
4,12.0
5,12.0
6,11.0
7,10.0
8,16.0
9,14.0
10,10.0
11,19.0
12,13.0
13,12.0
14,16.0
15,20.0
16,27.0
17,50.0
18,34.0
19,34.0
20,40.0
21,34.0
22,38.0
23,24.0
24,28.0
25,41.0
26,81.0
27,86.0
28,61.0
29,63.0
30,86.0
31,150.0
32,152.0
33,136.0
34,176.0
35,173.0
36,292.0
37,210.0
38,138.0
39,188.0
40,162.0
41,193.0
42,212.0
43,215.0
44,277.0
45,248.0
46,228.0
47,230.0
48,294.0
49,287.0
50,197.0
51,201.0
52,236.0
53,348.0
54,280.0
55,274.0
56,430.0
57,381.0
58,351.0
59,419.0
60,307.0
61,329.0
62,476.0
63,312.0
64,500.0
65,430.0
66,13.0
67,8.0
68,8.0
69,9.0
70,10.0
71,39.0
72,12.0
73,13.0
74,13.0
75,10.0
76,9.0
77,10.0
78,10.0
79,8.0
80,10.0
81,10.0
82,9.0
83,10.0
84,8.0
85,10.0
86,11.0
87,10.0
88,10.0
89,23.0
90,10.0
91,13.0
92,9.0
93,9.0
94,9.0
95,10.0
96,8.0
97,10.0
98,10.0
99,9.0
100,9.0
101,10.0
102,11.0
103,11.0
104,10.0
105,11.0
106,14.0
107,14.0
108,13.0
109,11.0
110,18.0
111,23.0
112,78.0
113,283.0
114,241.0
115,358.0
116,500.0
117,195.0
118,500.0
119,500.0
120,500.0
121,500.0
122,399.0
123,500.0
124,489.0
125,282.0
126,355.0
127,249.0
128,255.0
129,364.0
130,233.0
131,243.0
132,239.0
133,272.0
134,289.0
135,320.0
136,261.0
137,245.0
138,313.0
139,436.0
140,415.0
141,500.0
142,500.0
143,500.0
144,430.0
145,500.0
146,352.0
147,500.0
148,443.0
149,500.0
150,460.0
151,473.0
152,393.0
153,490.0
154,391.0
155,455.0
156,441.0
157,500.0
158,336.0
159,499.0
160,500.0
161,500.0
162,500.0
163,500.0
164,500.0
165,267.0
166,500.0
167,454.0
168,399.0
169,500.0
170,443.0
171,482.0
172,282.0
173,366.0
174,500.0
175,215.0
176,280.0
177,500.0
178,384.0
179,500.0
180,418.0
181,500.0
182,500.0
183,500.0
184,135.0
185,235.0
186,76.0
187,500.0
188,500.0
189,392.0
190,157.0
191,43.0
192,9.0
193,10.0
194,9.0
195,11.0
196,10.0
197,14.0
198,9.0
199,10.0
200,10.0
0,17.0
1,12.0
2,36.0
3,19.0
4,19.0
5,16.0
6,10.0
7,77.0
8,28.0
9,92.0
10,74.0
11,110.0
12,299.0
13,107.0
14,79.0
15,87.0
16,53.0
17,87.0
18,138.0
19,480.0
20,396.0
21,215.0
22,188.0
23,188.0
24,138.0
25,183.0
26,500.0
27,112.0
28,157.0
29,87.0
30,10.0
31,474.0
32,500.0
33,455.0
34,287.0
35,375.0
36,500.0
37,500.0
38,500.0
39,334.0
40,311.0
41,332.0
42,278.0
43,269.0
44,500.0
45,463.0
46,266.0
47,228.0
48,160.0
49,160.0
50,181.0
51,500.0
52,500.0
53,500.0
54,500.0
55,500.0
56,316.0
57,328.0
58,324.0
59,500.0
60,500.0
61,500.0
62,151.0
63,410.0
64,500.0
65,488.0
66,500.0
67,310.0
68,500.0
69,475.0
70,500.0
71,437.0
72,27.0
73,87.0
74,500.0
75,500.0
76,500.0
77,500.0
78,384.0
79,500.0
80,500.0
81,120.0
82,12.0
83,16.0
84,88.0
85,8.0
86,9.0
87,9.0
88,9.0
89,10.0
90,10.0
91,10.0
92,9.0
93,11.0
94,9.0
95,10.0
96,10.0
97,12.0
98,10.0
99,10.0
100,11.0
101,8.0
102,10.0
103,10.0
104,10.0
105,8.0
106,9.0
107,10.0
108,8.0
109,9.0
110,10.0
111,12.0
112,30.0
113,8.0
114,10.0
115,9.0
116,10.0
117,10.0
118,10.0
119,10.0
120,8.0
121,8.0
122,9.0
123,10.0
124,10.0
125,10.0
126,10.0
127,9.0
128,9.0
129,11.0
130,9.0
131,9.0
132,10.0
133,10.0
134,9.0
135,10.0
136,10.0
137,9.0
138,10.0
139,8.0
140,10.0
141,8.0
142,10.0
143,8.0
144,10.0
145,9.0
146,10.0
147,9.0
148,9.0
149,9.0
150,9.0
151,9.0
152,9.0
153,12.0
154,10.0
155,8.0
156,9.0
157,8.0
158,10.0
159,9.0
160,10.0
161,9.0
162,9.0
163,11.0
164,10.0
165,11.0
166,8.0
167,9.0
168,10.0
169,9.0
170,82.0
171,68.0
172,61.0
173,47.0
174,53.0
175,24.0
176,24.0
177,34.0
178,36.0
179,39.0
180,79.0
181,49.0
182,46.0
183,37.0
184,55.0
185,35.0
186,61.0
187,68.0
188,191.0
189,256.0
190,205.0
191,233.0
192,106.0
193,88.0
194,307.0
195,118.0
196,128.0
197,110.0
198,114.0
199,95.0
200,199.0
